# 53
13,1
45,6
45,24
45,19
45,7
56,1
56,24
56,19
56,7
65,56
62,56
81,1
81,24
81,19
81,7
6,56
62,40
6,48
6,48
62,160
62,160
6,48
6,112
6,112
62,256
6,48
62,336
6,344
62,320
6,320
62,256
6,112
62,112
6,112
62,112
6,48
62,112
6,48
62,48
6,48
6,112
62,48
6,112
62,112
6,408
6,56
6,256
62,112
6,56
62,112
62,264
62,56
6,112
62,136
62,256
6,56
62,176
6,48
62,1648
62,256
6,48
62,2384
6,48
6,48
62,112
6,48
62,56
6,48
62,56
6,48
62,48
62,48
6,48
6,48
6,48
6,48
62,56
6,48
62,48
6,112
62,56
6,112
6,112
6,112
62,112
6,112
62,112
62,112
62,112
6,112
62,112
62,256
6,112
62,56
6,112
6,112
62,488
6,112
62,256
6,48
6,56
62,256
6,48
62,112
62,112
62,112
6,48
6,48
6,48
6,112
6,112
62,112
62,112
6,112
62,56
6,112
62,56
81,1
62,112
81,24
62,112
6,112
62,112
81,19
62,112
62,112
6,112
62,112
81,7
62,256
62,112
6,112
62,256
6,48
62,112
6,112
6,48
6,112
62,112
6,112
62,112
6,112
6,112
6,112
6,112
62,112
62,56
6,144
6,56
6,112
6,56
87,56
62,632
6,48
6,48
62,112
62,112
6,112
6,112
62,112
62,56
62,288
6,280
25,56
65,40
25,48
25,48
62,56
65,160
6,56
25,48
6,56
25,112
25,112
6,56
65,256
65,336
65,256
25,48
65,112
25,344
65,112
25,112
25,48
62,56
25,48
62,1232
25,48
65,48
25,112
25,112
65,112
62,608
25,408
65,192
25,56
6,48
6,48
6,48
65,456
25,48
65,112
25,48
25,48
65,56
25,48
65,112
25,48
65,56
25,112
25,48
65,48
25,56
6,48
65,48
25,112
25,112
65,56
65,128
25,112
65,112
25,112
65,128
65,112
65,112
65,112
25,112
62,112
25,112
62,112
62,112
25,320
62,112
6,112
65,136
25,56
6,112
65,160
65,136
6,112
65,168
6,112
65,152
65,112
65,112
65,112
25,112
25,112
65,56
65,112
65,112
65,48
25,256
25,56
65,56
25,320
65,48
65,56
25,112
65,48
65,112
25,112
65,112
25,112
25,112
25,112
62,56
65,112
65,56
25,26976
25,56
62,112
65,112
65,56
65,48
25,112
65,112
25,112
65,112
65,48
25,112
25,112
65,112
25,200
25,104
25,776
65,176
25,200
25,104
25,776
65,176
65,112
25,48
25,48
65,112
65,112
65,112
25,112
65,208
65,128
65,112
65,1000
65,208
65,128
65,112
65,1672
25,440
22,56
87,40
22,48
22,48
87,160
87,160
22,112
22,112
22,48
87,256
22,344
87,256
