# https://www.youtube.com/watch?v=r6r8vxSKQqY&list=PL0DsGHMPLUWWv-2AFyHV3KQgm-4ZueOWt&index=2 77
13,1
45,6
45,24
45,19
45,7
55,1
55,24
55,19
55,7
69,56
74,56
81,1
81,24
81,19
81,7
81,1
81,24
81,19
81,7
14,56
74,40
14,48
14,48
74,160
74,160
14,48
14,112
14,112
74,256
74,336
14,48
74,320
14,344
14,112
74,256
14,112
74,112
14,48
74,112
14,48
14,48
74,112
14,48
74,48
14,112
74,112
14,112
74,112
14,408
74,112
14,56
74,264
74,56
14,112
14,48
74,296
14,56
74,256
74,176
14,48
74,1648
74,256
14,48
14,48
74,2384
14,48
74,112
14,48
74,112
14,48
74,56
74,56
74,48
14,48
74,48
14,48
14,48
14,48
14,48
14,48
14,48
74,56
14,112
14,112
14,112
14,112
74,112
74,112
14,112
74,112
14,112
14,112
74,112
14,112
74,112
74,112
14,112
74,112
14,112
14,112
74,256
74,56
14,112
74,256
14,112
14,48
14,56
74,488
74,256
14,48
74,256
14,48
74,112
74,112
14,48
74,112
14,48
74,112
14,112
74,112
74,112
14,112
14,112
74,56
14,112
14,112
14,112
74,56
74,112
74,112
74,112
14,320
74,112
74,112
14,112
14,112
14,112
14,56
74,256
14,48
74,112
14,112
74,112
14,48
14,112
14,112
14,112
14,112
74,48
14,256
14,56
74,56
74,112
14,112
74,112
74,112
74,56
74,48
74,56
74,632
14,112
14,48
74,112
74,112
14,112
14,144
92,56
14,56
14,112
14,56
74,112
74,56
74,288
14,280
74,56
14,56
14,56
14,56
74,56
74,1232
74,608
14,48
14,48
14,48
74,112
14,48
74,112
74,112
74,112
14,48
74,112
14,112
14,112
14,112
14,112
14,112
74,56
27,56
69,40
27,48
27,48
69,160
69,160
27,48
27,112
27,112
69,256
27,48
69,336
27,344
69,256
27,320
69,112
27,112
27,112
69,112
69,112
27,48
69,48
27,48
27,48
69,48
27,112
69,112
27,112
69,112
69,192
69,456
27,48
69,112
27,48
27,48
69,112
69,56
27,48
27,48
69,56
27,112
27,48
27,56
69,48
27,112
69,48
27,112
27,112
27,112
69,56
27,112
69,48
27,112
69,56
69,128
69,112
69,128
74,112
69,112
27,112
69,112
69,112
69,56
69,112
27,112
69,136
69,160
69,136
69,168
69,152
69,112
69,112
27,112
69,112
27,112
27,112
69,56
69,56
69,112
69,112
69,112
27,320
27,112
69,48
27,112
27,112
27,112
69,112
69,56
69,112
27,56
22,56
92,40
22,48
22,48
92,160
92,160
22,48
22,112
22,112
22,48
92,256
22,344
92,256
22,112
92,320
