# 53
13,1
45,6
45,24
45,19
45,7
56,1
56,24
56,19
56,7
66,56
72,56
83,1
83,24
83,19
83,7
12,56
72,40
12,48
12,48
72,256
12,112
72,336
72,320
12,48
72,256
12,344
72,112
12,112
12,48
72,48
12,48
12,48
12,112
12,112
12,408
72,112
72,112
12,56
72,264
72,56
12,112
12,48
72,296
72,256
12,56
72,176
12,48
72,1648
72,256
12,48
72,2384
12,48
72,112
12,48
72,112
12,48
72,56
12,48
12,48
72,48
72,48
12,48
12,48
12,48
72,56
12,48
72,112
12,48
72,112
12,112
72,112
12,112
72,112
12,112
72,112
72,112
72,112
12,112
12,112
12,112
72,256
12,112
72,56
12,112
72,256
12,112
72,488
12,112
72,256
12,112
12,112
72,112
72,112
12,48
72,112
12,56
72,112
12,48
72,112
12,48
72,56
12,48
12,48
72,112
12,112
72,112
12,112
12,112
12,112
72,112
12,112
72,112
72,112
72,256
72,112
12,112
12,112
72,256
12,112
72,112
12,48
12,112
72,112
12,48
72,112
12,112
12,112
12,320
72,48
12,56
72,56
12,256
12,56
72,48
72,56
12,112
72,112
12,112
12,112
12,112
72,112
72,56
12,144
12,56
12,112
12,56
83,1
83,24
83,19
83,7
87,56
12,48
12,48
72,112
72,112
12,112
30,56
66,40
30,48
30,48
66,160
30,48
30,112
30,112
66,256
66,336
30,48
30,344
66,256
30,112
66,112
30,48
66,112
30,48
30,48
30,112
66,48
30,112
66,112
30,408
66,192
30,56
30,48
66,456
30,48
66,112
30,48
30,48
66,264
30,48
66,56
30,112
66,112
30,48
66,56
30,56
30,112
66,48
30,112
66,48
30,112
66,56
66,128
30,112
66,112
66,128
66,112
66,112
30,112
66,112
30,112
30,112
66,136
30,320
66,160
66,136
66,168
66,152
66,112
30,56
66,112
66,112
30,112
66,56
30,112
66,112
30,112
66,112
66,56
30,256
30,56
30,320
30,112
30,112
66,48
66,56
30,112
66,48
30,112
66,56
66,112
66,112
30,26976
30,56
72,112
30,264
66,48
30,112
66,112
30,112
72,56
66,112
30,264
72,112
66,112
66,48
30,112
30,112
66,112
30,200
30,104
30,776
66,176
30,200
30,104
30,776
66,176
66,584
30,48
66,112
30,48
66,112
66,112
30,112
66,128
66,112
30,112
66,208
66,112
66,1000
66,128
66,208
66,112
66,56
30,112
30,272
72,288
12,280
72,56
12,56
72,56
72,1232
12,48
72,608
12,48
12,48
12,48
72,112
72,112
72,112
12,48
72,112
12,112
12,112
12,112
12,112
12,112
72,56
24,56
87,40
24,48
24,48
87,160
87,160
24,48
24,112
24,112
87,256
24,48
87,256
