# 65
13,1
45,6
45,24
45,19
45,7
55,1
55,24
55,19
55,7
64,56
74,56
82,1
82,24
82,19
82,7
6,56
74,40
6,48
74,160
6,48
6,112
74,256
74,320
6,48
74,256
6,344
6,320
74,112
6,112
6,112
6,48
6,48
74,112
74,48
6,48
6,48
6,112
74,48
6,112
6,408
74,112
6,56
6,112
74,112
74,112
74,264
6,112
74,56
74,296
74,136
6,48
74,256
74,176
6,48
74,1648
74,256
6,48
74,2384
6,48
74,112
6,48
74,112
6,48
74,56
6,48
74,56
74,48
74,48
6,48
74,56
6,48
6,48
6,48
74,112
6,48
74,112
74,112
6,48
6,112
74,112
6,112
74,112
6,112
6,112
74,112
6,112
74,256
74,56
74,256
6,112
74,488
74,256
6,112
74,256
6,112
74,112
6,112
74,112
6,112
74,112
6,112
6,112
6,48
74,112
6,56
74,112
74,112
74,56
6,48
74,56
6,48
74,112
74,112
6,48
82,1
6,112
82,24
6,112
6,112
74,112
6,112
74,112
6,112
74,112
6,112
82,19
74,256
74,112
74,256
6,112
82,7
6,112
6,112
6,48
6,112
74,112
6,48
74,112
6,112
6,112
6,256
6,56
74,48
6,112
74,56
74,112
6,112
6,112
74,112
74,56
6,144
6,112
6,56
94,56
74,632
6,48
6,48
74,112
74,112
6,112
6,112
74,112
74,56
74,288
6,280
74,56
6,56
6,56
6,56
74,56
74,1232
74,608
6,48
6,48
6,48
74,112
6,48
74,112
74,112
6,48
74,112
6,112
6,112
6,112
6,112
6,112
74,56
27,56
64,40
27,48
24,56
27,48
64,160
64,160
27,48
27,112
27,112
94,40
27,48
27,344
64,256
27,112
24,48
27,112
24,48
64,336
64,256
27,48
64,112
27,48
64,112
27,48
27,112
64,112
64,48
27,112
64,112
64,112
27,408
64,192
27,56
64,456
27,48
64,112
27,48
27,48
64,264
64,56
64,112
27,48
27,48
27,112
94,160
27,48
24,48
27,56
24,112
64,56
64,56
27,112
27,112
64,48
24,48
24,344
64,48
24,320
24,304
27,112
24,320
27,112
24,320
27,112
24,112
24,112
27,320
64,56
64,128
64,112
64,128
64,112
64,112
27,112
64,112
27,112
27,112
64,112
27,112
27,112
27,112
24,48
24,112
27,56
24,112
24,48
94,112
27,320
94,48
24,48
27,112
24,48
27,112
94,48
24,48
27,112
24,112
94,48
24,112
94,48
24,408
24,56
94,48
24,256
94,112
24,56
24,256
24,112
24,112
64,56
24,112
27,26976
64,56
64,112
64,112
64,48
27,256
64,56
27,56
64,112
64,56
94,112
94,200
94,192
94,264
94,224
27,56
94,256
94,112
24,320
94,176
94,120
