# https://www.youtube.com/watch?v=6Hgk8GApTqw, 76
13,1
45,6
45,24
45,19
45,7
56,1
56,24
56,19
56,7
64,56
70,56
84,1
84,24
84,19
84,7
16,56
70,40
16,48
16,48
70,160
70,160
16,48
16,112
16,112
70,256
16,48
70,336
16,344
70,320
16,112
70,256
16,112
70,112
16,48
70,112
16,48
70,112
16,48
70,48
16,48
16,112
70,112
16,112
70,112
16,408
70,112
16,56
70,264
70,56
70,296
16,112
70,136
16,48
70,256
16,56
70,176
16,48
70,256
70,2384
16,48
70,112
16,48
70,112
16,48
70,56
16,48
70,56
16,48
70,48
16,48
16,48
16,48
70,56
16,48
70,112
16,48
70,112
16,112
70,112
16,112
16,112
70,112
16,112
16,112
70,256
16,112
70,56
16,112
70,256
16,112
70,488
16,112
70,256
70,256
70,112
70,112
70,112
16,48
70,112
16,56
70,112
16,48
70,112
16,48
16,48
70,56
16,48
70,56
16,112
16,112
16,112
70,112
16,112
16,112
16,112
70,112
70,112
70,112
70,256
70,112
70,256
16,112
16,112
70,112
16,112
16,48
16,112
16,48
16,112
70,112
70,112
16,112
16,112
16,320
70,48
16,56
70,56
16,56
70,48
70,56
16,112
16,112
16,112
16,112
70,112
70,56
16,144
16,56
16,112
16,56
84,1
84,24
84,19
84,7
87,56
70,632
16,48
16,48
70,112
70,112
16,112
16,112
25,56
64,40
25,48
25,48
64,160
64,160
25,48
25,112
25,112
64,256
25,48
64,336
25,344
64,256
25,320
64,112
25,112
64,112
25,112
64,112
64,48
64,48
25,48
64,112
25,48
25,48
25,112
25,112
64,112
64,192
64,456
25,408
64,112
25,56
64,264
64,56
25,112
64,112
25,48
25,48
25,48
64,56
64,56
25,48
64,48
25,48
64,48
25,112
25,48
25,56
25,112
64,56
25,112
64,112
25,112
64,128
64,112
25,112
64,128
64,112
64,112
25,112
64,112
25,112
64,136
25,112
64,160
25,112
64,136
64,168
64,152
64,112
64,112
25,256
64,112
25,56
64,56
64,56
64,112
64,112
25,112
25,112
25,112
64,48
64,56
25,112
64,112
25,320
25,112
25,112
64,48
25,112
25,112
64,112
64,56
64,112
25,26976
25,56
25,264
64,48
25,112
64,112
25,112
64,112
25,264
64,48
25,112
25,112
64,112
25,200
25,104
25,776
64,176
25,200
25,104
25,776
64,176
64,584
25,48
64,112
25,48
64,112
25,112
64,112
64,112
25,112
64,128
64,208
64,112
64,1000
64,208
64,128
64,112
25,112
25,272
70,56
64,112
64,56
70,288
16,280
64,320
70,56
16,56
16,56
16,56
22,56
70,56
87,40
70,1232
22,48
22,48
