# 78
13,1
45,6
45,24
45,19
45,7
53,1
53,24
53,19
53,7
67,56
71,56
81,1
81,24
81,19
81,7
21,56
71,40
21,48
21,48
71,160
71,160
21,112
21,112
71,256
71,336
21,48
71,320
21,344
71,256
21,112
21,112
71,112
21,48
21,48
71,112
21,48
71,48
21,48
71,112
71,112
21,112
71,112
21,408
21,56
71,264
71,56
21,112
71,296
21,48
71,136
71,256
71,176
21,56
21,48
71,1648
71,256
21,48
71,2384
21,48
21,48
71,112
21,48
71,112
21,48
71,56
71,56
71,48
21,48
71,48
21,48
21,48
21,48
21,48
21,48
21,48
71,56
21,112
21,112
71,112
21,112
71,112
21,112
71,112
71,112
71,112
21,112
71,112
21,112
21,112
21,112
21,112
71,256
71,488
21,112
21,112
71,256
71,256
21,48
71,112
21,56
71,112
21,48
71,112
71,112
71,112
21,48
21,48
21,48
71,112
21,112
21,112
71,56
21,112
71,56
21,112
71,112
71,112
21,112
21,112
71,112
71,112
71,112
71,256
21,112
71,112
21,112
21,112
71,256
21,48
71,112
21,112
21,48
21,112
71,112
21,320
71,112
21,112
71,48
21,112
21,112
71,112
21,256
21,56
71,48
21,112
71,56
71,112
21,112
21,112
21,112
71,112
71,56
21,144
21,56
21,112
21,56
25,56
67,40
25,48
25,48
67,160
25,48
67,256
67,336
67,256
25,48
67,112
25,344
25,112
25,112
25,48
67,112
25,48
67,112
67,48
25,48
25,112
67,112
25,408
25,56
67,112
25,320
67,192
67,456
25,56
67,112
67,264
25,48
25,48
67,56
25,48
67,112
67,56
67,56
25,48
25,48
25,112
67,48
25,48
25,56
25,112
25,112
67,56
25,112
67,48
25,256
67,56
25,56
67,128
67,112
25,112
67,112
67,112
25,112
67,136
67,160
25,112
67,112
67,112
25,112
67,112
67,56
25,112
25,112
67,56
25,320
67,112
67,48
67,56
25,112
25,112
25,112
25,112
67,48
67,112
25,112
67,112
25,26976
67,56
67,112
25,56
25,264
67,48
25,112
25,112
67,112
67,112
64,1
64,24
64,19
64,7
67,112
67,128
25,264
67,48
25,112
67,136
25,112
67,168
67,112
67,152
90,56
21,48
21,48
71,112
71,112
21,112
25,200
25,104
25,776
67,176
25,56
90,40
25,48
25,48
90,160
90,160
25,48
25,112
25,112
90,256
90,256
25,48
90,320
25,344
90,112
25,112
90,112
25,112
25,48
90,112
90,48
25,48
25,48
90,112
25,112
90,112
25,112
90,200
90,192
90,112
25,56
90,112
90,256
25,112
90,56
25,112
90,56
90,56
25,48
90,48
25,56
90,48
25,112
90,56
25,112
25,112
90,256
90,112
90,56
